Price;Volume;%Volume;Count;%Count;;;;;;;;;;;
280.00 - 300.00;67.639.410;0,36%;4;0,40%;;;;;;;;;;;
260.00 - 280.00;789.480.137;4,15%;45;4,49%;;;;;;;;;;;
240.00 - 260.00;1.016.659.594;5,34%;58;5,78%;;;;;;;;;;;
220.00 - 240.00;2.748.371.324;14,44%;160;15,95%;;;;;;;;;;;
200.00 - 220.00;2.119.060.837;11,13%;101;10,07%;;;;;;;;;;;
180.00 - 200.00;3.122.608.854;16,41%;178;17,75%;;;;;;;;;;;
160.00 - 180.00;4.548.712.870;23,90%;241;24,03%;;;;;;;;;;;
140.00 - 160.00;3.533.832.849;18,57%;168;16,75%;;;;;;;;;;;
120.00 - 140.00;1.086.073.023;5,71%;48;4,79%;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
AAPL.OQ Statistics     Daily     03-Jan-2022 - 31-Dec-2025;;;;;;;;;;;;;;;
Price;;;Volume;;;;;Up/Down;;Price Change (Close-Close);;;Turnover;;
High;288,60;03-Dec-2025;Max;146.070.652;20-Sep-2024;Advancing;9.761.299.461;Up;529;Up;+15,33%;09-Apr-2025;Max;33.393.771.882,00;20-Sep-2024
Low;124,18;03-Jan-2023;Min;6.069.987;24-Nov-2023;Declining;9.210.736.814;Down;470;Down;-9,25%;03-Apr-2025;Min;1.152.869.769,00;24-Nov-2023
Avg (Close);191,70;;Avg;18.975.512;;Total;19.032.438.898;Unch;3;Period;+49,37%;03-Jan-2022 - 31-Dec-2025;Avg;3.594.705.054,84;
Avg (High-Low);206,39;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
24-Jun-2024;208,14;+0,65;+0,31%;207,70;206,59;212,69;26.962.557;5.637.294.211,00;-20.280.227.465,19;;;;;;
21-Jun-2024;207,49;-2,19;-1,04%;210,31;207,11;211,89;138.571.140;28.837.993.312,00;-25.917.521.676,19;;;;;;
20-Jun-2024;209,68;-4,61;-2,15%;214,02;208,85;214,24;31.045.671;6.534.297.275,00;2.920.471.635,82;;;;;;
18-Jun-2024;214,29;-2,38;-1,10%;217,55;213,00;218,63;26.560.581;5.703.556.644,00;9.454.768.910,82;;;;;;
17-Jun-2024;216,67;+4,18;+1,97%;213,26;212,74;218,94;31.933.682;6.908.976.171,00;15.158.325.554,82;;;;;;
14-Jun-2024;212,49;-1,75;-0,82%;213,88;211,31;215,16;20.596.518;4.381.335.440,00;8.249.349.383,82;;;;;;
13-Jun-2024;214,24;+1,17;+0,55%;214,81;211,61;216,74;30.425.324;6.514.707.458,00;12.630.684.823,82;;;;;;
12-Jun-2024;213,07;+5,92;+2,86%;207,40;206,91;220,20;47.962.921;10.287.487.297,00;6.115.977.365,82;;;;;;
11-Jun-2024;207,15;+14,03;+7,26%;193,67;193,64;207,16;40.867.930;8.312.722.614,00;-4.171.509.931,19;;;;;;
10-Jun-2024;193,12;-3,77;-1,91%;196,89;192,15;197,03;25.091.980;4.874.805.112,00;-12.484.232.545,19;;;;;;
07-Jun-2024;196,89;+2,41;+1,24%;194,70;194,14;196,93;17.666.748;3.463.554.409,00;-7.609.427.433,19;;;;;;
06-Jun-2024;194,48;-1,39;-0,71%;195,59;194,18;196,49;16.714.642;3.262.339.469,00;-11.072.981.842,19;;;;;;
05-Jun-2024;195,87;+1,52;+0,78%;195,50;194,88;196,89;19.907.615;3.898.850.961,00;-7.810.642.373,19;;;;;;
04-Jun-2024;194,35;+0,32;+0,16%;194,79;193,04;195,32;18.298.407;3.555.883.020,00;-11.709.493.334,19;;;;;;
03-Jun-2024;194,03;+1,78;+0,93%;193,00;192,54;194,99;18.602.023;3.605.065.171,00;-15.265.376.354,19;;;;;;
31-May-2024;192,25;+0,96;+0,50%;191,35;189,91;192,57;33.747.118;6.477.891.897,00;-18.870.441.525,19;;;;;;
30-May-2024;191,29;+1,00;+0,53%;190,68;190,63;192,18;19.253.384;3.683.978.668,00;-25.348.333.422,19;;;;;;
29-May-2024;190,29;+0,30;+0,16%;189,51;189,51;192,24;18.009.340;3.435.364.851,00;-29.032.312.090,19;;;;;;
28-May-2024;189,99;+0,01;+0,01%;191,44;189,11;192,99;17.236.181;3.285.579.639,00;-32.467.676.941,19;;;;;;
24-May-2024;189,98;+3,10;+1,66%;188,82;188,05;190,57;12.670.416;2.404.594.200,00;-35.753.256.580,19;;;;;;
23-May-2024;186,88;-4,02;-2,11%;190,98;186,63;191,00;17.745.147;3.333.431.252,00;-38.157.850.780,19;;;;;;
22-May-2024;190,90;-1,45;-0,75%;192,36;190,27;192,82;11.898.819;2.275.529.118,00;-34.824.419.528,19;;;;;;
21-May-2024;192,35;+1,31;+0,69%;191,09;190,94;192,72;13.756.187;2.644.445.651,00;-32.548.890.410,19;;;;;;
20-May-2024;191,04;+1,17;+0,62%;189,35;189,01;191,91;13.613.802;2.599.938.742,00;-35.193.336.061,19;;;;;;
17-May-2024;189,87;+0,03;+0,02%;189,84;189,32;190,81;16.698.902;3.171.168.341,00;-37.793.274.803,19;;;;;;
16-May-2024;189,84;+0,12;+0,06%;190,50;189,67;191,10;18.419.384;3.500.855.858,00;-40.964.443.144,19;;;;;;
15-May-2024;189,72;+2,29;+1,22%;188,00;187,38;190,65;25.386.602;4.814.999.849,00;-44.465.299.002,19;;;;;;
14-May-2024;187,43;+1,15;+0,62%;187,79;186,30;188,30;17.093.744;3.202.130.567,00;-49.280.298.851,19;;;;;;
13-May-2024;186,28;+3,23;+1,76%;185,30;184,62;187,10;21.416.786;3.987.067.537,00;-52.482.429.418,19;;;;;;
10-May-2024;183,05;-1,52;-0,82%;184,87;182,14;185,09;18.228.764;3.338.223.817,00;-56.469.496.955,19;;;;;;
09-May-2024;184,57;+1,83;+1,00%;182,50;182,12;184,65;16.105.004;2.965.173.111,00;-53.131.273.138,19;;;;;;
08-May-2024;182,74;+0,34;+0,19%;182,71;181,46;183,05;16.182.260;2.954.281.933,00;-56.096.446.249,19;;;;;;
07-May-2024;182,40;+0,69;+0,38%;183,49;181,32;184,90;21.857.497;3.995.617.989,00;-59.050.728.182,19;;;;;;
06-May-2024;181,71;-1,67;-0,91%;182,28;180,43;184,14;23.527.094;4.278.733.028,00;-63.046.346.171,19;;;;;;
03-May-2024;183,38;+10,35;+5,98%;186,65;182,67;187,00;41.231.953;7.606.893.444,00;-58.767.613.143,19;;;;;;
02-May-2024;173,03;+3,73;+2,20%;172,43;170,89;173,41;26.390.999;4.607.659.010,00;-66.374.506.587,19;;;;;;
01-May-2024;169,30;-1,03;-0,60%;169,80;169,11;172,70;18.729.181;3.190.766.503,00;-70.982.165.597,19;;;;;;
30-Apr-2024;170,33;-3,17;-1,83%;173,23;170,00;174,99;30.310.740;5.192.850.745,00;-67.791.399.094,19;;;;;;
29-Apr-2024;173,50;+4,20;+2,48%;173,37;173,12;176,03;21.306.627;3.710.675.240,00;-62.598.548.349,19;;;;;;
26-Apr-2024;169,30;-0,59;-0,35%;169,86;169,19;171,34;16.078.061;2.730.579.338,00;-66.309.223.589,19;;;;;;
25-Apr-2024;169,89;+0,87;+0,51%;169,60;168,16;170,60;18.789.838;3.185.791.211,00;-63.578.644.251,19;;;;;;
24-Apr-2024;169,02;+2,12;+1,27%;166,46;166,21;169,30;18.465.811;3.112.777.171,00;-66.764.435.462,19;;;;;;
23-Apr-2024;166,90;+1,06;+0,64%;165,26;164,93;167,05;17.120.240;2.851.864.210,00;-69.877.212.633,19;;;;;;
22-Apr-2024;165,84;+0,84;+0,51%;165,50;164,78;167,26;17.041.024;2.827.278.278,00;-72.729.076.843,19;;;;;;
19-Apr-2024;165,00;-2,04;-1,22%;166,00;164,08;166,40;26.908.937;4.445.152.186,00;-75.556.355.121,19;;;;;;
18-Apr-2024;167,04;-0,96;-0,57%;168,00;166,56;168,64;11.814.264;1.977.127.075,00;-71.111.202.935,19;;;;;;
17-Apr-2024;168,00;-1,38;-0,81%;169,50;168,00;170,64;15.342.227;2.589.256.322,00;-69.134.075.860,19;;;;;;
16-Apr-2024;169,38;-3,31;-1,92%;171,70;168,28;173,75;22.863.630;3.885.999.112,00;-66.544.819.538,19;;;;;;
15-Apr-2024;172,69;-3,86;-2,19%;175,44;172,50;176,62;24.898.767;4.328.177.523,00;-62.658.820.426,19;;;;;;
12-Apr-2024;176,55;+1,51;+0,86%;174,25;174,21;178,35;29.537.314;5.209.135.996,00;-58.330.642.903,19;;;;;;
11-Apr-2024;175,04;+7,26;+4,33%;168,25;168,17;175,45;28.440.589;4.927.329.331,00;-63.539.778.899,19;;;;;;
10-Apr-2024;167,78;-1,89;-1,11%;168,85;167,12;169,08;15.529.460;2.608.432.958,00;-68.467.108.230,19;;;;;;
09-Apr-2024;169,67;+1,22;+0,72%;168,70;168,35;170,07;14.642.690;2.478.108.210,00;-65.858.675.272,19;;;;;;
08-Apr-2024;168,45;-1,13;-0,67%;168,99;168,24;169,19;12.564.703;2.118.432.832,00;-68.336.783.482,19;;;;;;
05-Apr-2024;169,58;+0,76;+0,45%;169,50;168,97;170,38;15.438.593;2.618.878.521,00;-66.218.350.650,19;;;;;;
04-Apr-2024;168,82;-0,83;-0,49%;170,33;168,82;171,92;20.378.350;3.458.025.253,00;-68.837.229.171,19;;;;;;
03-Apr-2024;169,65;+0,81;+0,48%;168,75;168,59;170,67;16.684.792;2.832.828.013,00;-65.379.203.918,19;;;;;;
02-Apr-2024;168,84;-1,19;-0,70%;169,00;168,24;169,34;17.107.591;2.889.461.951,00;-68.212.031.931,19;;;;;;
01-Apr-2024;170,03;-1,45;-0,85%;171,00;169,48;171,23;15.077.243;2.564.749.164,00;-65.322.569.980,19;;;;;;
28-Mar-2024;171,48;-1,83;-1,06%;171,70;170,52;172,22;25.610.712;4.389.855.193,00;-62.757.820.816,19;;;;;;
27-Mar-2024;173,31;+3,60;+2,12%;170,35;170,11;173,60;22.787.752;3.935.936.967,00;-58.367.965.623,19;;;;;;
26-Mar-2024;169,71;-1,14;-0,67%;170,00;169,60;171,42;22.945.619;3.904.518.084,00;-62.303.902.590,19;;;;;;
25-Mar-2024;170,85;-1,43;-0,83%;170,39;169,45;171,93;20.755.182;3.544.030.282,00;-58.399.384.506,19;;;;;;
22-Mar-2024;172,28;+0,91;+0,53%;171,65;170,06;173,05;23.735.713;4.085.517.290,00;-54.855.354.224,19;;;;;;
21-Mar-2024;171,37;-7,30;-4,09%;177,00;170,84;177,49;28.986.190;5.004.757.510,00;-58.940.871.514,19;;;;;;
20-Mar-2024;178,67;+2,59;+1,47%;175,50;175,10;178,67;18.179.988;3.227.929.690,00;-53.936.114.004,19;;;;;;
19-Mar-2024;176,08;+2,36;+1,36%;174,09;173,03;176,61;20.769.084;3.646.384.661,00;-57.164.043.694,19;;;;;;
18-Mar-2024;173,72;+1,10;+0,64%;175,50;173,52;177,70;28.248.694;4.942.554.488,00;-60.810.428.355,19;;;;;;
15-Mar-2024;172,62;-0,38;-0,22%;171,00;170,29;172,62;57.288.106;9.851.912.911,00;-65.752.982.843,19;;;;;;
14-Mar-2024;173,00;+1,87;+1,09%;173,00;172,07;174,30;25.747.606;4.456.319.731,00;-55.901.069.932,19;;;;;;
13-Mar-2024;171,13;-2,10;-1,21%;172,81;170,76;173,18;19.518.504;3.344.300.311,00;-60.357.389.663,19;;;;;;
12-Mar-2024;173,23;+0,48;+0,28%;173,13;171,02;174,03;19.976.290;3.454.810.810,00;-57.013.089.352,19;;;;;;
11-Mar-2024;172,75;+2,02;+1,18%;173,00;172,05;174,37;20.564.060;3.555.580.078,00;-60.467.900.162,19;;;;;;
08-Mar-2024;170,73;+1,73;+1,02%;169,00;168,94;173,69;26.920.594;4.611.881.546,00;-64.023.480.240,19;;;;;;
07-Mar-2024;169,00;-0,12;-0,07%;169,09;168,50;170,73;21.060.212;3.565.401.071,00;-68.635.361.786,19;;;;;;
06-Mar-2024;169,12;-1,00;-0,59%;171,00;168,69;171,21;20.508.641;3.477.284.487,00;-65.069.960.715,19;;;;;;
05-Mar-2024;170,12;-4,98;-2,84%;170,79;169,63;172,02;28.660.327;4.880.674.984,00;-61.592.676.228,19;;;;;;
04-Mar-2024;175,10;-4,56;-2,54%;175,84;173,80;176,90;21.428.114;3.749.572.899,00;-56.712.001.244,19;;;;;;
01-Mar-2024;179,66;-1,09;-0,60%;179,60;177,38;180,53;19.291.358;3.457.589.250,00;-52.962.428.345,19;;;;;;
29-Feb-2024;180,75;-0,67;-0,37%;181,17;179,54;182,56;68.764.186;12.428.104.621,00;-49.504.839.095,19;;;;;;
28-Feb-2024;181,42;-1,21;-0,66%;182,51;180,14;183,07;13.024.500;2.361.343.020,00;-37.076.734.474,19;;;;;;
27-Feb-2024;182,63;+1,47;+0,81%;181,11;180,00;183,92;15.284.017;2.781.162.380,00;-34.715.391.454,19;;;;;;
26-Feb-2024;181,16;-1,36;-0,75%;182,26;180,65;182,75;13.091.244;2.373.500.120,00;-37.496.553.834,19;;;;;;
23-Feb-2024;182,52;-1,85;-1,00%;185,00;182,32;185,00;12.502.645;2.287.552.232,00;-35.123.053.714,19;;;;;;
22-Feb-2024;184,37;+2,05;+1,12%;183,50;182,47;184,95;16.920.392;3.113.009.126,00;-32.835.501.482,19;;;;;;
21-Feb-2024;182,32;+0,76;+0,42%;182,05;180,67;182,88;11.902.856;2.166.977.482,00;-35.948.510.608,19;;;;;;
20-Feb-2024;181,56;-0,75;-0,41%;181,74;180,00;182,43;15.322.687;2.777.070.665,00;-38.115.488.090,19;;;;;;
16-Feb-2024;182,31;-1,55;-0,84%;183,62;181,67;184,85;14.561.824;2.660.590.596,00;-35.338.417.425,19;;;;;;
15-Feb-2024;183,86;-0,29;-0,16%;183,55;181,40;184,49;17.729.376;3.246.987.572,00;-32.677.826.829,19;;;;;;
14-Feb-2024;184,15;-0,89;-0,48%;185,30;182,44;185,53;14.879.270;2.735.058.596,00;-29.430.839.257,19;;;;;;
13-Feb-2024;185,04;-2,11;-1,13%;185,81;183,52;186,21;15.649.924;2.895.804.339,00;-26.695.780.661,19;;;;;;
12-Feb-2024;187,15;-1,70;-0,90%;188,35;186,79;188,66;14.672.712;2.750.850.438,00;-23.799.976.322,19;;;;;;
09-Feb-2024;188,85;+0,53;+0,28%;188,75;188,00;189,99;15.115.543;2.856.239.787,00;-21.049.125.884,19;;;;;;
08-Feb-2024;188,32;-1,09;-0,58%;189,34;187,35;189,52;11.620.521;2.188.879.425,00;-23.905.365.671,19;;;;;;
07-Feb-2024;189,41;+0,11;+0,06%;190,51;188,62;191,03;17.386.899;3.293.637.368,00;-21.716.486.246,19;;;;;;
06-Feb-2024;189,30;+1,62;+0,86%;186,85;186,78;189,31;12.063.570;2.276.194.609,00;-25.010.123.614,19;;;;;;
05-Feb-2024;187,68;+1,83;+0,98%;188,07;185,84;189,25;19.013.145;3.570.090.422,00;-27.286.318.223,19;;;;;;
02-Feb-2024;185,85;-1,01;-0,54%;179,96;179,25;187,31;27.604.918;5.096.284.452,00;-30.856.408.645,19;;;;;;
01-Feb-2024;186,86;+2,46;+1,33%;183,90;183,82;186,95;16.281.081;3.022.736.501,00;-25.760.124.193,19;;;;;;
31-Jan-2024;184,40;-3,64;-1,94%;187,00;184,36;187,00;17.757.463;3.286.014.090,00;-28.782.860.694,19;;;;;;
30-Jan-2024;188,04;-3,69;-1,92%;190,84;187,47;191,80;13.379.033;2.524.483.569,00;-25.496.846.604,19;;;;;;
29-Jan-2024;191,73;-0,69;-0,36%;191,99;189,59;192,20;14.005.433;2.681.933.991,00;-22.972.363.035,19;;;;;;
26-Jan-2024;192,42;-1,75;-0,90%;194,17;191,94;194,76;13.893.779;2.679.862.560,00;-20.290.429.044,19;;;;;;
25-Jan-2024;194,17;-0,33;-0,17%;195,20;193,12;196,26;15.502.005;3.017.260.026,00;-17.610.566.484,19;;;;;;
24-Jan-2024;194,50;-0,68;-0,35%;195,51;194,35;196,37;14.498.516;2.827.058.931,00;-14.593.306.458,19;;;;;;
23-Jan-2024;195,18;+1,29;+0,67%;195,00;193,83;195,75;11.003.516;2.144.676.378,00;-11.766.247.527,19;;;;;;
22-Jan-2024;193,89;+2,33;+1,22%;192,34;192,26;195,33;16.113.471;3.124.208.440,00;-13.910.923.905,19;;;;;;
19-Jan-2024;191,56;+2,93;+1,55%;189,47;188,82;191,95;23.302.234;4.444.571.469,00;-17.035.132.345,19;;;;;;
18-Jan-2024;188,63;+5,95;+3,26%;186,01;185,84;189,14;20.802.492;3.911.484.186,00;-21.479.703.814,19;;;;;;
17-Jan-2024;182,68;-0,95;-0,52%;181,18;180,31;182,93;12.577.189;2.290.214.170,00;-25.391.188.000,19;;;;;;
16-Jan-2024;183,63;-2,29;-1,23%;182,23;180,94;184,26;18.785.269;3.439.470.594,00;-23.100.973.830,19;;;;;;
12-Jan-2024;185,92;+0,33;+0,18%;186,00;185,19;186,73;13.206.460;2.454.575.746,00;-19.661.503.236,19;;;;;;
11-Jan-2024;185,59;-0,60;-0,32%;186,60;183,62;187,04;13.761.169;2.549.871.697,00;-22.116.078.982,19;;;;;;
10-Jan-2024;186,19;+1,05;+0,57%;184,28;183,92;186,40;14.018.812;2.601.879.720,00;-19.566.207.285,19;;;;;;
09-Jan-2024;185,14;-0,42;-0,23%;183,96;182,73;185,15;13.819.799;2.552.356.818,00;-22.168.087.005,19;;;;;;
08-Jan-2024;185,56;+4,38;+2,42%;182,00;181,50;185,59;20.408.432;3.772.396.184,00;-19.615.730.187,19;;;;;;
05-Jan-2024;181,18;-0,73;-0,40%;181,90;180,18;182,76;17.532.643;3.180.340.730,00;-23.388.126.371,19;;;;;;
04-Jan-2024;181,91;-2,34;-1,27%;182,00;180,88;183,08;17.660.045;3.213.689.221,00;-20.207.785.641,19;;;;;;
03-Jan-2024;184,25;-1,39;-0,75%;184,20;183,44;185,87;16.179.899;2.981.924.630,00;-16.994.096.420,19;;;;;;
02-Jan-2024;185,64;-6,89;-3,58%;187,03;183,89;188,43;22.968.773;4.270.307.580,00;-14.012.171.790,19;;;;;;
29-Dec-2023;192,53;-1,05;-0,54%;193,81;191,73;194,39;16.749.796;3.225.750.232,00;-9.741.864.210,19;;;;;;
28-Dec-2023;193,58;+0,43;+0,22%;194,00;193,20;194,65;10.845.187;2.101.898.199,00;-6.516.113.978,19;;;;;;
27-Dec-2023;193,15;+0,10;+0,05%;192,43;191,10;193,50;13.824.867;2.664.869.989,00;-8.618.012.177,19;;;;;;
26-Dec-2023;193,05;-0,55;-0,28%;193,60;192,83;193,88;9.128.415;1.763.186.634,00;-11.282.882.166,19;;;;;;
22-Dec-2023;193,60;-1,08;-0,55%;195,16;192,97;195,41;11.846.393;2.297.849.900,00;-9.519.695.532,19;;;;;;
21-Dec-2023;194,68;-0,15;-0,08%;196,00;193,51;197,07;13.346.745;2.599.444.317,00;-7.221.845.632,19;;;;;;
20-Dec-2023;194,83;-2,11;-1,07%;196,97;194,83;197,67;17.904.842;3.503.822.949,00;-4.622.401.315,19;;;;;;
19-Dec-2023;196,94;+1,05;+0,54%;196,08;195,89;196,95;15.178.705;2.985.457.790,00;-1.118.578.366,19;;;;;;
18-Dec-2023;195,89;-1,68;-0,85%;196,09;194,40;196,63;15.405.713;3.014.657.807,00;-4.104.036.156,19;;;;;;
15-Dec-2023;197,57;-0,54;-0,27%;197,38;197,02;198,40;64.817.937;12.803.068.840,00;-1.089.378.349,19;;;;;;
14-Dec-2023;198,11;+0,15;+0,08%;198,07;196,17;199,62;18.608.279;3.688.384.479,00;11.713.690.490,82;;;;;;
13-Dec-2023;197,96;+3,25;+1,67%;195,00;194,88;198,00;19.026.964;3.750.913.275,00;8.025.306.011,82;;;;;;
